year,team_name,stage_rank,won_tournament,elo_pre_tournament,form_matches,form_win_rate,form_draw_rate,form_gd_per_game,form_gf_per_game,form_ga_per_game,form_points_per_game,squad_size,squad_avg_age,squad_min_age,squad_avg_exp,n_gk,n_def,n_mid,n_fwd,wc_appearances,best_stage_ever,is_host,won_last_wc
1966,Spain,1,0,1500.0,6.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.8333333333333334,1.3333333333333333,22,26.9,20.459958932238195,0.32,0,6,8,5,3,4,0,0
1966,Switzerland,1,0,1500.0,9.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,1.0,0.8888888888888888,1.4444444444444444,22,27.2,20.503764544832308,0.23,0,6,8,5,5,4,0,0
1966,Uruguay,4,0,1500.0,16.0,0.4375,0.25,0.375,1.625,1.25,1.5625,22,26.5,20.16700889801506,0.45,0,8,6,5,4,7,0,0
1966,West Germany,7,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,25.6,20.829568788501028,0.36,0,8,4,7,3,7,0,0
1970,Belgium,1,0,1500.0,6.0,0.3333333333333333,0.16666666666666666,-0.6666666666666666,1.0,1.6666666666666667,1.1666666666666667,22,26.3,22.65571526351814,0.0,0,5,8,6,4,3,0,0
1970,Brazil,7,1,1500.0,18.0,0.7777777777777778,0.16666666666666666,1.7222222222222223,2.6666666666666665,0.9444444444444444,2.5,22,25.0,19.312799452429843,0.36,0,8,5,6,8,7,0,0
1970,Bulgaria,1,0,1500.0,16.0,0.25,0.4375,-0.1875,1.375,1.5625,1.1875,22,26.3,22.61738535249829,0.68,0,8,5,6,2,1,0,0
1970,Czechoslovakia,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,25.5,19.874058863791923,0.09,0,7,6,6,5,7,0,0
1970,El Salvador,1,0,1500.0,15.0,0.5333333333333333,0.0,-0.13333333333333333,1.4666666666666666,1.6,1.6,22,25.5,21.420944558521562,0.0,0,6,7,6,0,0,0,0
1970,England,4,0,1500.0,19.0,0.631578947368421,0.3157894736842105,1.4210526315789473,2.0,0.5789473684210527,2.210526315789474,22,27.6,22.757015742642025,0.59,0,8,6,5,5,7,0,1
1970,Israel,1,0,1500.0,9.0,0.4444444444444444,0.3333333333333333,0.8888888888888888,2.0,1.1111111111111112,1.6666666666666667,22,24.7,21.744010951403148,0.0,0,6,7,6,0,0,0,0
1970,Italy,7,0,1500.0,8.0,0.5,0.5,1.0,2.125,1.125,2.0,22,27.3,23.457905544147845,0.41,0,8,6,5,6,7,0,0
1970,Mexico,4,0,1500.0,20.0,0.4,0.3,0.35,1.35,1.0,1.5,22,26.9,21.7056810403833,0.5,0,7,6,6,6,1,1,0
1970,Morocco,1,0,1500.0,15.0,0.3333333333333333,0.26666666666666666,0.06666666666666667,1.0666666666666667,1.0,1.2666666666666666,19,25.2,21.409993155373034,0.0,0,6,6,4,0,0,0,0
1970,Peru,4,0,1500.0,20.0,0.45,0.2,0.1,1.45,1.35,1.55,22,26.4,21.034907597535934,0.0,0,6,7,6,1,1,0,0
1970,Romania,1,0,1500.0,11.0,0.18181818181818182,0.6363636363636364,-0.09090909090909091,0.8181818181818182,0.9090909090909091,1.1818181818181819,22,25.4,20.407939767282684,0.0,0,8,6,5,3,3,0,0
1970,Soviet Union,4,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,27.1,21.333333333333332,0.59,0,7,5,7,3,6,0,0
1970,Sweden,1,0,1500.0,14.0,0.7857142857142857,0.07142857142857142,1.1428571428571428,1.9285714285714286,0.7857142857142857,2.4285714285714284,22,26.6,21.270362765229294,0.0,0,7,9,3,4,7,0,0
1970,Uruguay,6,0,1500.0,10.0,0.6,0.1,0.6,1.2,0.6,1.9,22,25.9,19.956194387405887,0.41,0,7,6,6,5,7,0,0
1970,West Germany,6,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,27.7,23.416837782340863,0.91,0,7,5,7,4,7,0,0
1974,Argentina,2,0,1500.0,16.0,0.5,0.3125,0.375,1.875,1.5,1.8125,22,26.7,19.912388774811774,0.05,0,7,7,5,5,7,0,0
1974,Australia,1,0,1500.0,16.0,0.375,0.375,0.4375,1.6875,1.25,1.5,22,27.5,23.066392881587955,0.0,0,7,8,4,0,0,0,0
1974,Brazil,6,0,1500.0,19.0,0.6842105263157895,0.21052631578947367,1.1578947368421053,1.6842105263157894,0.5263157894736842,2.263157894736842,22,26.2,21.99315537303217,0.45,0,7,6,6,9,7,0,1
1974,Bulgaria,1,0,1500.0,20.0,0.5,0.15,0.5,1.85,1.35,1.65,22,26.1,21.763175906913073,0.5,0,6,6,7,3,1,0,0
1974,Chile,1,0,1500.0,15.0,0.5333333333333333,0.26666666666666666,1.1333333333333333,2.1333333333333333,1.0,1.8666666666666667,22,27.8,22.68583162217659,0.18,0,8,6,5,4,6,0,0
1974,East Germany,2,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,26.4,19.227926078028748,0.0,0,6,7,6,0,0,0,0
1974,Haiti,1,0,1500.0,20.0,0.5,0.15,0.2,1.1,0.9,1.65,22,26.2,22.677618069815196,0.0,0,8,6,5,0,0,0,0
1974,Italy,1,0,1500.0,10.0,0.7,0.3,1.5,1.5,0.0,2.4,22,28.8,24.095824777549623,0.77,0,7,7,5,7,7,0,0
1974,Netherlands,7,0,1500.0,10.0,0.5,0.4,1.6,2.4,0.8,1.9,22,27.1,22.401095140314855,0.0,0,8,8,3,2,3,0,0
1974,Poland,6,0,1500.0,20.0,0.6,0.2,1.05,1.75,0.7,2.0,22,24.7,19.515400410677618,0.0,0,6,5,8,1,3,0,0
1974,Scotland,1,0,1500.0,15.0,0.3333333333333333,0.06666666666666667,-0.3333333333333333,0.9333333333333333,1.2666666666666666,1.0666666666666667,22,26.2,20.262833675564682,0.0,0,8,6,5,2,1,0,0
1974,Sweden,2,0,1500.0,14.0,0.5714285714285714,0.2857142857142857,0.35714285714285715,1.3571428571428572,1.0,2.0,22,27.9,21.352498288843258,0.45,0,6,10,3,5,7,0,0
1974,Uruguay,1,0,1500.0,14.0,0.5,0.35714285714285715,0.7857142857142857,1.4285714285714286,0.6428571428571429,1.8571428571428572,22,26.8,19.794661190965094,0.55,0,8,6,5,6,7,0,0
1974,West Germany,7,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,27.2,22.206707734428473,0.55,0,7,7,5,5,7,1,0
1974,Yugoslavia,2,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,25.7,18.951403148528406,0.0,0,5,7,7,5,6,0,0
1974,Zaire,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,25.9,22.45311430527036,0.0,0,6,8,5,0,0,0,0
1978,Argentina,7,1,1500.0,17.0,0.5882352941176471,0.23529411764705882,0.8235294117647058,1.7647058823529411,0.9411764705882353,2.0,22,26.2,22.494182067077343,0.14,0,6,8,5,6,7,1,0
1978,Austria,2,0,1500.0,14.0,0.5714285714285714,0.2857142857142857,1.1428571428571428,1.6428571428571428,0.5,2.0,22,26.8,21.32785763175907,0.0,0,7,7,5,3,6,0,0
1978,Brazil,6,0,1500.0,19.0,0.5789473684210527,0.3684210526315789,1.4736842105263157,1.8421052631578947,0.3684210526315789,2.1052631578947367,22,25.5,21.232032854209447,0.32,0,8,5,6,10,7,0,0
1978,France,1,0,1500.0,13.0,0.6153846153846154,0.3076923076923077,1.0769230769230769,1.6153846153846154,0.5384615384615384,2.1538461538461537,22,26.3,21.22108145106092,0.0,0,7,8,4,6,6,0,0
1978,Hungary,1,0,1500.0,17.0,0.5882352941176471,0.17647058823529413,0.6470588235294118,2.1176470588235294,1.4705882352941178,1.9411764705882353,22,26.9,22.663928815879533,0.0,0,6,7,6,6,7,0,0
1978,Iran,1,0,1500.0,20.0,0.4,0.35,0.35,1.1,0.75,1.55,22,25.6,21.76865160848734,0.0,0,6,6,7,0,0,0,0
1978,Italy,6,0,1500.0,11.0,0.45454545454545453,0.18181818181818182,0.7272727272727273,1.8181818181818181,1.0909090909090908,1.5454545454545454,22,26.4,20.646132785763175,0.27,0,7,8,4,8,7,0,0
1978,Mexico,1,0,1500.0,16.0,0.625,0.1875,1.5,2.5,1.0,2.0625,22,24.2,19.21697467488022,0.0,0,8,6,6,7,4,0,0
1978,Netherlands,7,0,1500.0,9.0,0.8888888888888888,0.1111111111111111,1.6666666666666667,1.8888888888888888,0.2222222222222222,2.7777777777777777,22,28.2,20.59958932238193,0.55,0,8,7,4,3,7,0,0
1978,Peru,2,0,1500.0,18.0,0.3888888888888889,0.2777777777777778,0.2777777777777778,1.6111111111111112,1.3333333333333333,1.4444444444444444,22,27.0,21.639972621492127,0.14,0,6,8,5,2,4,0,0
1978,Poland,2,0,1500.0,17.0,0.5882352941176471,0.11764705882352941,0.5882352941176471,2.0,1.411764705882353,1.8823529411764706,22,26.3,18.55715263518138,0.41,0,8,6,5,2,6,0,0
1978,Scotland,1,0,1500.0,14.0,0.5,0.2857142857142857,0.6428571428571429,1.5714285714285714,0.9285714285714286,1.7857142857142858,22,27.9,23.326488706365502,0.27,0,7,6,6,3,1,0,0
1978,Spain,1,0,1500.0,10.0,0.7,0.2,1.0,1.4,0.4,2.3,22,27.2,22.595482546201232,0.05,0,8,5,6,4,4,0,0
1978,Sweden,1,0,1500.0,13.0,0.46153846153846156,0.07692307692307693,-0.15384615384615385,1.0,1.1538461538461537,1.4615384615384615,22,27.3,20.10677618069815,0.5,0,6,6,7,6,7,0,0
1978,Tunisia,1,0,1500.0,20.0,0.35,0.2,-0.1,1.3,1.4,1.25,22,25.7,21.43463381245722,0.0,0,6,5,8,0,0,0,0
1978,West Germany,2,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,27.3,20.84599589322382,0.45,0,5,7,7,6,7,0,1
1982,Algeria,1,0,1500.0,18.0,0.5555555555555556,0.2222222222222222,1.0,1.8333333333333333,0.8333333333333334,1.8888888888888888,22,26.9,22.132785763175907,0.0,0,6,7,6,0,0,0,0
1982,Argentina,2,0,1500.0,10.0,0.4,0.5,0.7,1.5,0.8,1.7,22,27.2,21.61806981519507,0.59,0,7,6,6,7,7,0,1
1982,Austria,2,0,1500.0,9.0,0.5555555555555556,0.2222222222222222,0.5555555555555556,1.5555555555555556,1.0,1.8888888888888888,22,27.1,20.698151950718685,0.45,0,8,6,5,4,6,0,0
1982,Belgium,2,0,1500.0,10.0,0.6,0.0,0.3,1.6,1.3,1.8,22,27.6,21.87542778918549,0.05,0,7,7,5,5,3,0,0
1982,Brazil,2,0,1500.0,20.0,0.75,0.2,1.75,2.35,0.6,2.45,22,27.0,23.241615331964407,0.5,0,8,8,3,11,7,0,0
1982,Cameroon,1,0,1500.0,17.0,0.47058823529411764,0.4117647058823529,1.0588235294117647,1.8235294117647058,0.7647058823529411,1.8235294117647058,22,27.3,20.079397672826833,0.0,0,7,7,5,0,0,0,0
1982,Chile,1,0,1500.0,16.0,0.5625,0.25,0.6875,1.25,0.5625,1.9375,22,28.0,21.39356605065024,0.18,0,8,6,5,5,6,0,0
1982,Czechoslovakia,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,28.2,23.110198494182068,0.0,0,7,6,6,6,7,0,0
1982,El Salvador,1,0,1500.0,11.0,0.45454545454545453,0.45454545454545453,0.6363636363636364,1.0,0.36363636363636365,1.8181818181818181,20,26.6,20.777549623545518,0.0,0,7,5,5,1,1,0,0
1982,England,2,0,1500.0,15.0,0.4666666666666667,0.2,0.6,1.3333333333333333,0.7333333333333333,1.6,22,28.6,23.457905544147845,0.0,0,7,7,5,6,7,0,0
1982,France,6,0,1500.0,12.0,0.4166666666666667,0.0,0.3333333333333333,1.5,1.1666666666666667,1.25,22,27.1,20.249144421629023,0.45,0,7,6,6,7,6,0,0
1982,Honduras,1,0,1500.0,10.0,0.5,0.4,1.2,1.7,0.5,1.9,22,27.4,22.494182067077343,0.0,0,7,7,5,0,0,0,0
1982,Hungary,1,0,1500.0,13.0,0.5384615384615384,0.15384615384615385,0.6153846153846154,1.7692307692307692,1.1538461538461537,1.7692307692307692,22,28.0,21.67008898015058,0.41,0,9,3,7,7,7,0,0
1982,Italy,7,1,1500.0,11.0,0.18181818181818182,0.45454545454545453,-0.45454545454545453,0.8181818181818182,1.2727272727272727,1.0,22,27.3,18.47501711156742,0.59,0,7,7,5,9,7,0,0
1982,Kuwait,1,0,1500.0,15.0,0.7333333333333333,0.13333333333333333,1.3333333333333333,1.8666666666666667,0.5333333333333333,2.3333333333333335,22,25.0,19.523613963039015,0.0,0,8,4,7,0,0,0,0
1982,New Zealand,1,0,1500.0,20.0,0.5,0.3,1.45,2.05,0.6,1.8,22,26.5,19.45516769336071,0.0,0,8,9,2,0,0,0,0
1982,Northern Ireland,2,0,1500.0,10.0,0.2,0.3,-1.2,0.4,1.6,0.9,22,27.6,17.100616016427104,0.0,0,6,6,7,1,4,0,0
1982,Peru,1,0,1500.0,14.0,0.42857142857142855,0.21428571428571427,0.0,1.1428571428571428,1.1428571428571428,1.5,22,28.0,20.588637919233403,0.5,0,5,9,5,3,4,0,0
1982,Poland,6,0,1500.0,9.0,0.5555555555555556,0.0,0.5555555555555556,1.8888888888888888,1.3333333333333333,1.6666666666666667,22,25.9,20.657084188911703,0.55,0,8,4,7,3,6,0,0
1982,Scotland,1,0,1500.0,14.0,0.5,0.21428571428571427,0.21428571428571427,1.0714285714285714,0.8571428571428571,1.7142857142857142,22,27.3,22.99520876112252,0.41,0,8,4,7,4,1,0,0
1982,Soviet Union,2,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,25.7,19.77549623545517,0.0,0,8,7,4,4,6,0,0
1982,Spain,2,0,1500.0,15.0,0.5333333333333333,0.26666666666666666,0.6,1.4,0.8,1.8666666666666667,22,27.0,21.360711841204655,0.27,0,7,6,6,5,4,1,0
1982,West Germany,7,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,26.6,21.229295003422312,0.23,0,8,6,5,7,7,0,0
1982,Yugoslavia,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,26.4,20.813141683778234,0.14,0,7,6,6,6,6,0,0
1986,Algeria,1,0,1500.0,20.0,0.35,0.3,0.25,1.25,1.0,1.35,22,28.3,23.32101300479124,0.45,0,7,6,6,1,1,0,0
1986,Argentina,7,1,1500.0,14.0,0.35714285714285715,0.2857142857142857,0.21428571428571427,1.2857142857142858,1.0714285714285714,1.3571428571428572,22,26.9,20.438056125941138,0.27,0,7,8,4,8,7,0,0
1986,Belgium,6,0,1500.0,10.0,0.4,0.2,-0.1,0.9,1.0,1.4,22,27.4,20.2217659137577,0.36,0,7,8,4,6,3,0,0
1986,Brazil,4,0,1500.0,18.0,0.5555555555555556,0.16666666666666666,0.7777777777777778,1.7222222222222223,0.9444444444444444,1.8333333333333333,22,27.1,20.32854209445585,0.64,0,7,8,4,12,7,0,0
1986,Bulgaria,3,0,1500.0,18.0,0.5,0.16666666666666666,0.5,1.5,1.0,1.6666666666666667,22,26.2,21.689253935660506,0.0,0,5,8,7,4,1,0,0
1986,Canada,1,0,1500.0,20.0,0.4,0.3,-0.15,1.0,1.15,1.5,22,26.0,20.123203285420946,0.0,0,7,7,5,0,0,0,0
1986,Denmark,3,0,1500.0,13.0,0.38461538461538464,0.23076923076923078,0.3076923076923077,1.5384615384615385,1.2307692307692308,1.3846153846153846,22,28.0,21.065023956194388,0.0,0,6,8,5,0,0,0,0
1986,England,4,0,1500.0,18.0,0.6111111111111112,0.2222222222222222,1.2777777777777777,1.7777777777777777,0.5,2.0555555555555554,22,26.8,22.562628336755647,0.32,0,7,7,5,7,7,0,0
1986,France,6,0,1500.0,9.0,0.5555555555555556,0.2222222222222222,1.1111111111111112,1.5555555555555556,0.4444444444444444,1.8888888888888888,22,28.0,22.56810403832991,0.59,0,7,7,5,8,6,0,0
1986,Hungary,1,0,1500.0,10.0,0.8,0.0,1.5,1.9,0.4,2.4,22,27.1,20.71731690622861,0.18,0,9,6,4,8,7,0,0
1986,Iraq,1,0,1500.0,20.0,0.45,0.3,0.4,1.65,1.25,1.65,22,26.7,22.193018480492814,0.0,0,7,7,5,0,0,0,0
1986,Italy,3,0,1500.0,11.0,0.5454545454545454,0.18181818181818182,0.5454545454545454,1.3636363636363635,0.8181818181818182,1.8181818181818181,22,27.6,21.89185489390828,0.64,0,7,6,6,10,7,0,1
1986,Mexico,4,0,1500.0,20.0,0.45,0.35,0.35,1.15,0.8,1.7,22,26.5,20.019164955509925,0.09,0,6,8,5,8,4,1,0
1986,Morocco,3,0,1500.0,18.0,0.3333333333333333,0.3888888888888889,0.2777777777777778,0.7777777777777778,0.5,1.3888888888888888,22,26.6,20.720054757015742,0.0,0,6,9,4,1,1,0,0
1986,Northern Ireland,1,0,1500.0,9.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.5555555555555556,22,27.0,20.993839835728952,0.5,0,6,7,6,2,4,0,0
1986,Paraguay,3,0,1500.0,20.0,0.5,0.4,0.9,1.65,0.75,1.9,22,26.8,22.414784394250514,0.0,0,6,6,7,3,1,0,0
1986,Poland,3,0,1500.0,19.0,0.2631578947368421,0.2631578947368421,-0.5789473684210527,0.8421052631578947,1.4210526315789473,1.0526315789473684,22,26.9,22.798083504449007,0.64,0,7,6,6,4,6,0,0
1986,Portugal,1,0,1500.0,10.0,0.4,0.1,-0.1,1.4,1.5,1.3,22,27.9,20.251882272416154,0.0,0,9,7,3,1,6,0,0
1986,Scotland,1,0,1500.0,12.0,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.8333333333333334,0.4166666666666667,1.5833333333333333,22,27.6,21.60438056125941,0.5,0,8,5,6,5,1,0,0
1986,South Korea,1,0,1500.0,20.0,0.65,0.05,1.25,2.0,0.75,2.0,22,26.3,20.366872005475702,0.0,0,7,7,6,1,1,0,0
1986,Soviet Union,3,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,26.4,21.44558521560575,0.41,0,7,9,3,5,6,0,0
1986,Spain,4,0,1500.0,12.0,0.6666666666666666,0.25,1.0,1.5,0.5,2.25,22,26.8,21.88911704312115,0.27,0,7,8,4,6,4,0,0
1986,Uruguay,3,0,1500.0,20.0,0.5,0.2,0.4,1.5,1.1,1.7,22,26.6,21.689253935660506,0.0,0,7,7,5,7,7,0,0
1986,West Germany,7,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,28.2,20.082135523613964,0.41,0,8,6,5,8,7,0,0
1990,Argentina,7,0,1484.0,16.0,0.1875,0.5,-0.3125,0.5625,0.875,1.0625,22,27.6,22.10814510609172,0.5,0,9,6,4,9,7,0,1
1990,Austria,1,0,1552.6,15.0,0.4,0.3333333333333333,0.13333333333333333,1.3333333333333333,1.2,1.5333333333333334,22,25.2,21.144421629021217,0.05,0,7,7,5,5,6,0,0
1990,Belgium,3,0,1508.8,14.0,0.5,0.42857142857142855,1.1428571428571428,1.8571428571428572,0.7142857142857143,1.9285714285714286,22,27.3,21.28952772073922,0.59,0,8,8,3,7,6,0,0
1990,Brazil,3,0,1502.0,20.0,0.6,0.25,0.95,1.55,0.6,2.05,22,26.7,20.739219712525667,0.32,0,8,6,5,13,7,0,0
1990,Cameroon,4,0,1462.1,18.0,0.5555555555555556,0.16666666666666666,0.2777777777777778,1.1666666666666667,0.8888888888888888,1.8333333333333333,22,27.2,20.93908281998631,0.18,0,8,7,4,1,1,0,0
1990,Colombia,3,0,1477.2,20.0,0.35,0.4,0.2,1.05,0.85,1.45,22,26.4,20.407939767282684,0.0,0,9,7,4,1,1,0,0
1990,Costa Rica,3,0,1429.6,16.0,0.375,0.125,-0.1875,1.125,1.3125,1.25,22,26.7,19.83299110198494,0.0,0,8,8,3,0,0,0,0
1990,Czechoslovakia,4,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,27.7,23.367556468172484,0.0,0,6,8,5,7,7,0,0
1990,Egypt,1,0,1396.6,20.0,0.35,0.3,-0.05,0.75,0.8,1.35,22,27.3,21.245722108145106,0.0,0,6,9,4,1,3,0,0
1990,England,6,0,1531.3,16.0,0.5625,0.375,1.0625,1.5625,0.5,2.0625,22,28.1,23.033538672142367,0.64,0,7,9,3,8,7,0,0
1990,Italy,6,0,1517.5,14.0,0.5,0.35714285714285715,0.8571428571428571,1.0714285714285714,0.21428571428571427,1.8571428571428572,22,27.0,21.949349760438057,0.45,0,7,6,6,11,7,1,0
1990,Netherlands,3,0,1492.6,12.0,0.5,0.25,0.6666666666666666,1.5,0.8333333333333334,1.75,22,27.2,20.317590691307323,0.0,0,6,7,6,4,7,0,0
1990,Republic of Ireland,4,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,28.9,21.38261464750171,0.0,0,7,6,7,0,0,0,0
1990,Romania,3,0,1530.0,15.0,0.4,0.3333333333333333,0.2,1.2666666666666666,1.0666666666666667,1.5333333333333334,22,26.1,20.227241615331966,0.0,0,6,8,5,4,3,0,0
1990,Scotland,1,0,1488.5,14.0,0.42857142857142855,0.14285714285714285,-0.2857142857142857,1.1428571428571428,1.4285714285714286,1.4285714285714286,22,27.6,22.351813826146476,0.45,0,8,6,5,6,1,0,0
1990,South Korea,1,0,1501.8,20.0,0.6,0.25,1.4,1.95,0.55,2.05,22,27.4,21.16084873374401,0.41,0,8,5,6,2,1,0,0
1990,Soviet Union,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,28.2,21.34428473648186,0.73,0,7,9,3,6,6,0,0
1990,Spain,3,0,1516.2,12.0,0.75,0.08333333333333333,1.5,2.0833333333333335,0.5833333333333334,2.3333333333333335,22,26.3,21.724845995893222,0.27,0,7,8,4,7,4,0,0
1990,Sweden,1,0,1557.2,15.0,0.6,0.2,0.7333333333333333,1.9333333333333333,1.2,2.0,22,25.5,20.522929500342233,0.0,0,6,9,4,7,7,0,0
1990,United Arab Emirates,1,0,1392.7,20.0,0.3,0.4,-0.2,1.1,1.3,1.3,22,25.4,20.70362765229295,0.0,0,8,6,5,0,0,0,0
1990,United States,1,0,1509.9,20.0,0.45,0.15,0.15,1.25,1.1,1.5,22,24.1,19.49075975359343,0.0,0,8,6,5,3,5,0,0
